PMF_PLACE,LONG,LAT,ADDR,EMR,CLINIC
QUESNEL,-122.5052642,52.9969772,PO BOX 6000 - 1250 BROWNMILLER ROAD,Launchpad,NA
NORTH VANCOUVER,-123.070224,49.3220141,161 EAST 15TH STREET,Plexia,NA
MISSION,-122.3315008,49.1342522,32243 HURD STREET,Wolf,THE MISSION MEDICAL GROUP
VICTORIA,-123.3629365,48.4204872,805 FAIRFIELD ROAD,Launchpad,COSMETIC SURGERY & SKINCARE
CHILLIWACK,-121.9591197,49.1692838,301 - 9200 MARY STREET,Oscar West,NA
CHILLIWACK,-121.9570115,49.110878,201 - 45800 PROMONTORY ROAD,Oscar West,CROSS ROADS FAMILY PRACTICE
LANGLEY,-122.6670495,49.1607255,180 - 8700 200TH STREET,Plexia,NA
SMITHERS,-127.1709004,54.7784624,PO BOX 102 - 3731 1ST AVENUE,MOIS,WEDZINKWAH FAMILY MEDICINE CENTRE
CHILLIWACK,-121.9657317,49.1399051,103 - 45485 KNIGHT ROAD,Oscar Nerd,VILLAGE PARK MEDICAL
NORTH VANCOUVER,-123.0744768,49.3217918,101 - 145 15TH ST WEST,Plexia,NA
PORT ALBERNI,-124.8087649,49.2566482,4425 GERTRUDE STREET,Wolf,NA
NANAIMO,-123.9766515,49.1837622,303 DUFFERIN CRESCENT,Accuro,NA
VERNON,-119.2749533,50.260264,403B 3210 25TH AVENUE,MedAccess,NA
VICTORIA,-123.4264531,48.4475028,205-1497 ADMIRALS RD,Oscar Nerd,GROW HEALTH CLINIC
COMOX,-124.9210887,49.671912,100-1659 COMOX AVENUE,Wolf,COMOX MEDICAL CLINIC
CAMPBELL RIVER,-125.2411602,50.0071696,277 EVERGREEN RD,Oscar West,ALDER MEDICAL CLINIC
VICTORIA,-123.506507,48.4492411,2820A JACKLIN ROAD,Oscar,NA
VICTORIA,-123.3527566,48.4288186,303 - 1711 COOK STREET,Accuro,NA
COQUITLAM,-122.7971411,49.2830442,303 - 2963 GLEN DRIVE,Plexia,NA
VICTORIA,-123.3641797,48.4681421,101 - 3960 QUADRA STREET,Osler,ISLAND SEXUAL HEALTH
VICTORIA,-123.3533691,48.4239009,328 - 1175 COOK STREET,Oscar,NA
NANAIMO,-123.9296198,49.1509123,668B CENTRE STREET,IntraHealth,FIRST NATIONS HEALTH CENTRE
NEW WESTMINSTER,-122.8933071,49.2260098,207 - 301  EAST COLUMBIA STREET,Launchpad,NA
VICTORIA,-123.3656136,48.4390321,301 - 740 HILLSIDE AVENUE,iClinic,WESTERN CARDIOLOGY
CAMPBELL RIVER,-125.251841,50.0287757,1371 GREENWOOD STREET,Accuro,NA
KELOWNA,-119.490148,49.8626485,203 - 3040 TUTT STREET,Accuro,NA
MISSION,-122.315372,49.1293561,7 - 32540 LOGAN AVENUE,Launchpad,NA
LANGLEY,-122.6502877,49.1079098,101 - 5796 GLOVER ROAD,MedAccess,GLOVER MEDICAL CLINIC
NORTH VANCOUVER,-123.0728972,49.3182724,301 - 1111 LONSDALE AVENUE,Launchpad,CBI SPORTS INJURY & REHAB
VANCOUVER,-123.1259148,49.2611413,10TH FLR - 2775 LAUREL STREET,Accuro,HAEMATOLOGY AND BMT PROGRAM
BURNABY,-122.9202809,49.2800605,8888 UNIVERSITY DRIVE,IntraHealth,SFU HEALTH SERVICES
LANGLEY,-122.6629203,49.1208293,B1A 20202 66TH AVENUE,MedAccess,WILLOUGHBY MEDICAL CENTRE
NELSON,-117.2956713,49.4901507,601 KOOTENAY STREET,IntraHealth,KOOTENAY MEDICAL CENTRE
COURTENAY,-124.9815476,49.6740725,1700 - 2751 CLIFFE AVENUE,Intrahealth,SOUTHWOOD MEDICAL CLINIC
LANTZVILLE,-124.0740663,49.2504314,PO BOX 190 - 7186 LANTZVILLE ROAD,Osler,NA
WHITE ROCK,-122.7993486,49.0278028,1 - 1400 GEORGE STREET,IntraHealth,GEORGE STREET FAMILY PRACTICE
VANCOUVER,-123.2442035,49.2648819,S127- 2211 WESBROOK MALL,Plexia,NA
VICTORIA,-123.3337976,48.4484534,150 - 3200 SHELBOURNE STREET,Wolf,SHELBOURNE MEDICAL CLINIC
VICTORIA,-123.327759,48.4322939,1952 BAY STREET,Oscar Nerd,AMBULATORY D&T AT RJH
VANCOUVER,-123.1289966,49.2805979,RM 214 COMOX BLDG 1081 BURRARD STREET,Launchpad,BC HOME PARENTERAL NUTRITION
PORT COQUITLAM,-122.778575,49.2631852,101 - 2255 ELGIN AVENUE,MedAccess,ELGIN MEDICAL CLINIC
VANCOUVER,-123.1391246,49.2653232,1530 WEST 7TH AVENUE,Wolf,NA
COURTENAY,-124.9766727,49.6672968,3199 CLIFFE AVENUE,Oscar Nerd,COMOX VALLEY MEDICAL CLINIC
VICTORIA,-123.3894905,48.4935914,210 4475 VIEWMONT AVENUE,MedAccess,NA
NELSON,-117.2944913,49.4936636,1 - 518 LAKE STREET,Intrahealth,APPLETREE MATERNITY
COURTENAY,-125.0007286,49.6923804,343 3RD STREET,Oscar,COMOX VALLEY MIDWIFERY
VANCOUVER,-123.1259148,49.2611413,10TH FLR - 2775 LAUREL STREET,Accuro,HAEMATOLOGY AND BMT PROGRAM
COMOX,-124.9406698,49.6734628,2137 COMOX AVE,Launchpad,NA
PRINCE GEORGE,-122.755411,53.9085702,212 - 1669 VICTORIA ST,MOIS,NA
VANCOUVER,-123.1392223,49.2571894,207 - 3195 GRANVILLE STREET,Plexia,NA
VICTORIA,-123.4383194,48.4536839,275 ISLAND HIGHWAY,Osler,ADMIRALS MEDICAL CLINIC
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE MD
SURREY,-122.842723,49.1774643,103A 13737 96 AVENUE,IntraHealth,NA
VICTORIA,-123.3524606,48.4254293,107 - 1120 YATES STREET,Oscar Nerd,COLLECTIVE MIDWIVES OF VICTORIA
VICTORIA,-123.4871906,48.4467929,582 GOLDSTREAM AVENUE,Launchpad,RECORDS DEPARTMENT
PARKSVILLE,-124.3111952,49.3165989,250 CRAIG STREET,Launchpad,NA
VICTORIA,-123.4871906,48.4467929,582 GOLDSTREAM AVENUE,Oscar PRN,NA
VANCOUVER,-123.1162884,49.2608664,500 EAST TOWER - 555 WEST 12TH AVENUE,Launchpad,NA
VICTORIA,-123.3528931,48.4246916,200 - 1121 YATES STREET,Accuro,DR. STEINHOFF RESEARCH GROUP
LANGLEY,-122.6114124,49.096327,303 - 22112 52ND AVENUE,IntraHealth,LANGLEY PRIMARY HEALTH
VANCOUVER,-123.1259148,49.2611413,5153 - 2775 LAUREL STREET,Accuro,NA
SQUAMISH,-123.1540768,49.6983179,PO BOX 9200 - 37989 CLEVELAND AVE,Osler,DIAMOND HEAD MEDICAL CLINIC
KELOWNA,-119.4759184,49.8867769,2 - 1499 GORDON DRIVE,MedAccess,CENTURIA MEDICAL
VICTORIA,-123.3123953,48.4635137,PO BOX 1700,Accuro,UVIC HEALTH SERVICES
VICTORIA,-123.3656136,48.4390321,301 - 740 HILLSIDE AVENUE,iClinic,WESTERN CARDIOLOGY
CHILLIWACK,-121.9669431,49.1679904,45420 HODGINS AVENUE,Osler,NA
VICTORIA,-123.3578071,48.4277814,922 PANDORA AVENUE,Oscar,PANDORA CLINIC
VANCOUVER,-123.1196368,49.263577,2480 HEATHER ST,Oscar,CITY VIEW MEDICAL
VANCOUVER,-123.0485374,49.2810994,102 - 2732 EAST HASTINGS STREET,Oscar West,REACH COMMUNITY HEALTH CENTRE
VANCOUVER,-123.1211512,49.2613116,D452 - 2733 HEATHER STREET,Launchpad,VGH INFECTIOUS DISEASES
SURREY,-122.8027414,49.1053336,103 - 15157 HIGHWAY 10,Wolf,PANORAMA VILLAGE MEDICAL CLINIC
PENTICTON,-119.5781744,49.482897,577 CARMI AVENUE,MedAccess,NA
LADYSMITH,-123.8204214,48.992235,PO BOX 700 - 541 3RD AVENUE,MedAccess & RelayHealth,HILLSIDE MEDICAL CLINIC
SUMMERLAND,-119.6812158,49.6022788,13214 KELLY AVENUE PO BOX 1620,MedAccess,KELLY AVENUE MEDICAL CLINIC
NANAIMO,-123.9415787,49.1643425,105 - 360 SELBY STREET,Oscar Host,SUNFLOWER MIDWIVES
STEWART,-129.9907093,55.9395426,PO BOX 8 - 904 BRIGHTWELL STREET,NH MOIS,NA
VANCOUVER,-123.1211512,49.2613116,D452 - 2733 HEATHER STREET,Launchpad,VGH INFECTIOUS DISEASES
SURREY,-122.833819,49.1797257,9750 140TH STREET,Launchpad,MATERNAL FETAL - JPOCSC
VICTORIA,-123.3228272,48.4324038,201 - 1990 FORT STREET,Accuro,NA
VICTORIA,-123.3394449,48.424147,1006 ST CHARLES STREET,Launchpad,NA
NEW WESTMINSTER,-122.8933071,49.2260098,403 - 301 EAST COLUMBIA STREET,IntraHealth,PACIFIC NORTHWEST RHEUMATOLOGY
VANCOUVER,-123.1837319,49.234455,110 - 3540 WEST 41 AVENUE,Intrahealth,NA
VICTORIA,-123.3337925,48.4449543,270 - 1641 HILLSIDE AVENUE,Osler,LANDSDOWNE PROFESSIONAL CENTRE
VANCOUVER,-123.1281537,49.2793415,560 - 1144 BURRARD STREET,Accuro,BURRARD ORTHOPAEDIC CLINIC
VANCOUVER,-123.2442035,49.2648819,2211 WESBROOK MALL,Plexia,NA
NORTH VANCOUVER,-123.0744768,49.3217918,104 - 145 WEST 15TH STREET,Accuro,NA
NEW WESTMINSTER,-122.8912681,49.2246807,403 - 233 NELSON'S CRESCENT,Accuro,NA
VICTORIA,-123.3712656,48.4167534,547 MICHIGAN STREET,Oscar,COOP COMMUNITY HEALTH AT JAMES BAY
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE MD
SURREY,-122.7993147,49.1041863,107 - 15240 56TH AVENUE,Oscar Nerd,COLEBROOK FAMILY PRACTICE
VICTORIA,-123.3524606,48.4254293,107-1120 YATES STREET,Oscar Nerd,MIDWIVES COLLECTIVE OF VICTORIA
100 MILE HOUSE,-121.296049,51.638231,BOX 1720 190 HORSE LAKE ROAD,MedAccess,VILLAGE MEDICAL CLINIC
SURREY,-122.8014605,49.0372746,136 - 1959 152ND STREET,Launchpad,NA
VANCOUVER,-123.1233055,49.2640082,304 - 888 WEST 8TH AVENUE,Oscar Nerd,NA
VANCOUVER,-123.1262048,49.2455931,4480 OAK STREET ROOM 1C27,Launchpad,PEDIATRIC ONCOLOGY
ABBOTSFORD,-122.2711121,49.0397274,302 - 2050 SUMAS WAY,Launchpad,ABBOTSFORD VILLAGE MEDICAL CLINIC
SURREY,-122.8027414,49.1053336,103 - 15157 HIGHWAY 10,Wolf,PANORAMA VILLAGE MEDICAL CLINIC
SURREY,-122.8027414,49.1053336,103 - 15157 HIGHWAY 10,Wolf,PANORAMA VILLAGE MEDICAL CLINIC
SMITHERS,-127.1745177,54.7795927,PO BOX 177,Osler,BROADWAY MEDICAL CLINIC
VICTORIA,-123.3576632,48.4250452,911 YATES ST SUITE 105,Oscar,INTEGRATED HEALTH CENTRE INC
TERRACE,-128.5911069,54.5189215,500- 4634 PARK AVENUE,IntraHealth,PARK AVE MEDICAL CLINIC
POWELL RIVER,-124.5202068,49.8456395,4794 JOYCE AVENUE,Wolf,THE MEDICAL CLINIC ASSOCIATES
SQUAMISH,-123.1540768,49.6983179,PO BOX 9200 - 37989 CLEVELAND AVENUE,Osler,DIAMOND HEAD MEDICAL CLINIC
NANAIMO,-123.968844,49.1848149,1665 GRANT AVENUE,Launchpad,NANAIMO PUBLIC HEATLH
FERNIE,-115.0623902,49.5022032,PO BOX 820 - 402 2ND AVENUE,Intrahealth,SPARLING EAST MEDICAL CLINIC
VANCOUVER,-123.1547111,49.2635438,250 - 2184 WEST BROADWAY,Wolf,NA
ABBOTSFORD,-122.378796,49.0610839,100 - 30495 CARDINAL AVENUE,Launchpad,ELLWOOD MEDICAL CLINIC
PARKSVILLE,-124.3151253,49.3196578,PO BOX 250 - 154 WEST MEMORIAL AVENUE,MedAccess,PARKSVILLE MEDICAL CLINIC
KELOWNA,-119.490148,49.8626485,203 - 3040 TUTT STREET,Accuro,NA
CAMPBELL RIVER,-125.243085,50.0113996,360 2ND AVENUE,Oscar West,HILLSIDE MEDICAL PRACTICE
VICTORIA,-123.3661099,48.4315775,605 DISCOVERY STREET,Accuro,NA
COQUITLAM,-122.8566851,49.2348404,1301 LOUGHEED HWY,Wolf,GOOD HEALTH FAMILY MEDICINE
COMOX,-124.92452,49.6727975,1729B COMOX AVENUE,Plexia,COMOX VALLEY ORTHO
VANCOUVER,-123.1251268,49.2636604,620 - 943 WEST BROADWAY,Wolf,NA
CAMPBELL RIVER,-125.2462899,50.0116464,130 - 520 2ND AVENUE,Oscar West,CEDARWOOD SPECIALIST GROUP
VICTORIA,-123.3933527,48.4418919,952 ARM STREET,Launchpad,NA
LANGLEY,-122.6504958,49.1059696,112 - 20644 EASTLEIGH CRESCENT,Osler,NA
SURREY,-122.8899899,49.1699831,103 - 9172 120TH STREET,Osler,MG MEDICAL CLINIC
NORTH VANCOUVER,-122.9513122,49.3265115,4313 GALLANT AVENUE,Oscar West,DEEP COVE MEDICAL CLNIC
VICTORIA,-123.3353305,48.4262891,301-1625 OAK BAY AVE,Plexia,NA
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 10TH FLR,Accuro,HAEMATOLOGY AND BMT PROGRAM
CAMPBELL RIVER,-125.2411602,50.0071696,277 EVERGREEN ROAD,Oscar West,ALDER MEDICAL CENTRE
CAMPBELL RIVER,-125.2587844,50.0333382,B - 1424 ISLAND HIGHWAY,Oscar West,RIVER CITY MEDICAL CLINIC
VANCOUVER,-123.1054748,49.2813839,20 WEST HASTINGS STREET,Oscar West,PORTLAND HOTEL
VICTORIA,-123.3641797,48.4681421,101 - 3960 QUADRA STREET,Osler,NA
KELOWNA,-119.4760365,49.8765707,1111 SPRINGFIELD ROAD,MedAccess,GROUP ONE MEDICAL
COURTENAY,-125.0007425,49.6879189,788 GRANT AVENUE,Wolf,NA
QUALICUM BEACH,-124.4479828,49.3464452,1A - 219 FERN ROAD,Accuro,PO BOX 219
KAMLOOPS,-120.3528832,50.6723637,101 - 595 COLUMBIA STREET WEST,MedAccess,NA
MAPLE RIDGE,-122.5898276,49.2149073,105 - 22838 LOUGHEED HIGHWAY,Intrahealth,NA
LADYSMITH,-123.8204214,48.992235,PO BOX 700 - 541 3RD AVENUE,MedAccess & RelayHealth,HILLSIDE MEDICAL CLINIC
SIDNEY,-123.4020707,48.649913,103 - 9845 RESTHAVEN DRIVE,MedAccess,LIVE YOUNG MEDICAL
VICTORIA,-123.327759,48.4322939,1952 BAY STREET,Launchpad,RJH HEART FUNCTION PROGRAM
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL ST - 7TH FLR,iClinic,NA
VICTORIA,-123.3639443,48.4268522,713 JOHNSTON STREET,Wolf,COOL AID COMMUNITY HEALTH
RICHMOND,-123.1341344,49.1838923,2180 - 4151 HAZELBRIDGE WAY,Wolf,ABERDEEN HEALTH CENTRE
DUNCAN,-123.7098645,48.7782337,186 KENNETH STREET,MedAccess,COLEMAN CLINIC
PARKSVILLE,-124.3151253,49.3196578,PO BOX 250 - 154 WEST MEMORIAL AVENUE,MedAccess,PARKSVILLE AFTER HOURS CLINIC
VANCOUVER,-123.0985358,49.2782883,201 - 236 EAST GEORGIA STREET,Launchpad,NA
VICTORIA,-123.3391529,48.4259794,1520 FORT STREET,Intrahealth,PACIFIC HEMATOLOGY
KELOWNA,-119.493246,49.88167,1812 MARSHALL STREET,Launchpad,PO BOX 24091 RPO CENTER
CHILLIWACK,-121.9578967,49.1360224,101 - 45744 GAETZ STREET,Oscar,NA
VANCOUVER,-123.1848371,49.2492829,4186 DUNBAR STREET,Wolf,CHALDECOTT MEDICAL CLINIC
VANCOUVER,-123.1391286,49.2346501,204 - 5678 GRANVILLE STREET,Plexia,NA
POWELL RIVER,-124.5287091,49.8423903,106 - 4675 MARINE AVENUE,Wolf,NA
VANCOUVER,-123.1086367,49.2247209,100 WEST 49TH AVENUE,Wolf,LANGARA HEALTH SERVICES
DELTA,-122.8923255,49.1631818,11944 88TH AVENUE,Oscar Host,NA
SIDNEY,-123.4007936,48.647608,2A - 2379 BEVAN AVENUE,MedAccess,PENINSULA MEDICAL
VANCOUVER,-123.1220044,49.284537,314 - 1030 WEST GEORGIA STREET,Launchpad,TRAVEL MEDICINE + VACCINATION CLINIC
COURTENAY,-124.9969041,49.6885853,UNIT E - 310 8TH STREET,IntraHealth,VALLEY CARE MEDICAL
SURREY,-122.7813232,49.1667441,4 9025 160 ST,Launchpad,NA
VANCOUVER,-123.1161916,49.2639714,350 - 507 WEST BROADWAY,IntraHealth,CROSS ROADS CLINIC
RICHMOND,-123.1565066,49.1549014,120 - 6180 BLUNDELL ROAD,Oscar West,NA
SURREY,-122.8405364,49.174526,117 - 13798 94A AVENUE,Osler,NA
RICHMOND,-123.1294781,49.1851196,2186 - 3779 SEXSMITH ROAD,MedAccess,AFFINITY MEDICAL CLINIC
BURNABY,-123.0038301,49.2268858,150 - 6200 MCKAY AVENUE,Oscar,STATION SQUARE MEDICAL
VICTORIA,-123.3336707,48.4681724,230 - 1555 MCKENZIE AVENUE,Plexia,NA
BURNABY,-123.01893,49.2499871,202 - 3825 SUNSET STREET,Osler,NA
VANCOUVER,-123.1259148,49.2611413,4213 - 2775 LAUREL STREET,Plexia,NA
SIDNEY,-123.3974291,48.6470681,101 - 9717 THIRD STREET,Accuro,NA
VANCOUVER,-123.1240287,49.2879093,622 BUTE STREET,Oscar,COAL HARBOUR MEDICAL
VICTORIA,-123.3353305,48.4262891,301-1625 OAK BAY AVENUE,Plexia,NA
VANCOUVER,-123.0918778,49.2599861,300 - 555 12TH AVENUE EAST TOWER,eIVF,OLIVE FERTILITY CLINIC
DUNCAN,-123.7098715,48.7836588,3 - 177 4TH STREET,MedAccess,NA
VANCOUVER,-123.1259148,49.2611413,8289 - 2775 LAUREL STREET,Plexia,NA
SURREY,-122.8428948,49.1745321,320 - 13710 94A AVENUE,Accuro,NA
VICTORIA,-123.3302199,48.4305343,103 - 2020 RICHMOND AVENUE,Osler,NA
LANGLEY,-122.610739,49.0965491,302 - 5171 221A STREET,Launchpad,TLC MEDICAL CLINIC
VANCOUVER,-123.1275058,49.2784866,770 - 1190 HORNBY STREET,Accuro,PACIFIC GASTROENTEROLOGY ASSOCIATES
DUNCAN,-123.7092826,48.779573,103 - 149 INGRAM STREET,MedAccess,INGRAM FAMILY PRACTICE
LADYSMITH,-123.8275181,48.99582,1111 4TH AVENUE,Wolf,LADYMITH FAMILY PRACTICE CLINIC
PRINCETON,-120.5265183,49.4543114,PO BOX 610 - 98 RIDGEWOOD ROAD,MedAccess,CASCADE MEDICAL CLINIC
NEW WESTMINSTER,-122.8933951,49.2253096,207 - 245 EAST COLUMBIA STREET,Accuro,NA
FERNIE,-115.0623902,49.5022032,PO BOX 820 - 402 2ND AVENUE,Intrahealth,SPARLING EAST MEDICAL CLINIC
NORTH VANCOUVER,-123.0711585,49.3196664,306 - 125 EAST 13TH STREET,Osler,NA
VICTORIA,-123.3293646,48.4294305,1823 FORT STREET,MedAccess,JUBILEE CLINIC PHYSICIANS
PRINCE GEORGE,-122.7491323,53.918151,908 - 299 VICTORIA STREET,MOIS,NA
BURNABY,-123.0158079,49.2808069,200 - 4012 EAST HASTINGS STREET,Oscar,NORBURN MEDICAL CLINIC
VANCOUVER,-123.101404,49.2109907,235 SE MARINE DRIVE,MedAccess,MAIN AND MARINE MEDICAL CLINIC
VANCOUVER,-123.2434068,49.2639152,2255 WESBROOK MALL,Launchpad,UBC HOSPITAL-NEUROPSYCHIATRY DEPT
ALDERGROVE,-122.4732203,49.0583316,27109 FRASER HIGHWAY,Osler,FRASER HIGHWAY MEDICAL CLINIC
COMOX,-124.8970668,49.6752792,1151 LAZO ROAD,Wolf,NA
VANCOUVER,-123.1096672,49.2831355,608 - 207 W. HASTINGS ST,Oscar Nerd,NA
CAMPBELL RIVER,-125.1285261,49.869549,F - 2207 GLENMORE ROAD,Oscar,NA
VICTORIA,-123.3786018,48.4968774,4579 CHATTERTON WAY,Launchpad,NA
VICTORIA,-123.4383194,48.4536839,275 ISLAND HWY,Osler,ADMIRALS MEDICAL CLINIC
VANCOUVER,-123.1210594,49.2630115,1314 - 750 WEST BROADWAY,Osler,NA
VICTORIA,-123.3307382,48.4686848,102 - 1646 MCKENZIE AVENUE,Osler,TUSCANY MEDICAL CLINIC
DUNCAN,-123.7092826,48.779573,103 - 149 INGRAM STREET,MedAccess,INGRAM FAMILY PRACTICE
DUNCAN,-123.7098645,48.7782337,186 KENNETH STREET,MedAccess,COLEMAN CLINIC
VANCOUVER,-123.1233055,49.2640082,314 - 888 WEST 8TH AVENUE,Launchpad,NA
VANCOUVER,-123.1259148,49.2611413,4110 - 2775 LAUREL STREET,Accuro,DIAMOND HEALTH CARE CENTRE
VANCOUVER,-123.125721,49.2855547,708 - 1155 ROBSON STREET,Osler,NA
VANCOUVER,-123.1296057,49.2773881,1292 HORNBY STREET,Intrahealth VCH,THREE BRIDGES COMMUNITY HEALTH
MILL BAY,-123.5620925,48.6509654,UNIT A - 845 DELOUME RD,MedAccess,SOUTH COWICHAN MEDICAL CLINIC
WEST VANCOUVER,-123.1596167,49.3290348,201 - 520 17TH STREET,Wolf,CONTINUUM MEDICAL CARE
COMOX,-124.9278698,49.6729689,203 - 1819 BEAUFORT AVENUE,Accuro,NA
KAMLOOPS,-120.3198926,50.6747136,851 SEYMOUR STREET,MedAccess,NA
GABRIOLA ISLAND,-123.8363367,49.1785071,695 CHURCH STREET,Wolf,GABRIOLA MEDICAL CLINIC
COURTENAY,-124.9944659,49.6860442,201 - 1350 ENGLAND AVENUE,IntraHealth,COURTENAY MEDICAL ASSOCIATES
COMOX,-124.9355597,49.6758657,2002D COMOX AVENUE,Osler,NA
NORTH VANCOUVER,-123.0408014,49.3360334,208 - 1200 LYNN VALLEY ROAD,Osler,NA
VANCOUVER,-123.1226675,49.2731876,1296 PACIFIC BOULEVARD,Intrahealth,YALETOWN MEDICAL CLINIC
VICTORIA,-123.3961746,48.4543697,14 - 3170 TILLICUM ROAD,Oscar,TILLICUM MEDICAL
MAPLE RIDGE,-122.6556484,49.2197182,402 - 20395 LOUGHEED HIGHWAY,IntraHealth,WESTGATE MEDICAL CLINIC
COURTENAY,-124.9916789,49.6861534,202 ? 1532 CLIFFE AVENUE,Plexia,NORTH ISLAND UROLOGY
NORTH VANCOUVER,-123.0728972,49.3182724,102 - 1111 LONSDALE AVENUE,Launchpad,NORTH SHORE EYE ASSOCIATES
SURREY,-122.7886309,49.0494366,300 - 2626 CROYDON,Accuro,GRANDVIEW BUSINESS CENTRE
VANCOUVER,-123.0908067,49.2260113,6447 FRASER STREET,Launchpad,SOUTH FRASER MEDICAL
VANCOUVER,-123.1275009,49.2578574,1027 WEST 15TH AVENUE,eOscar,UNA MEDICAL CLINIC
ABBOTSFORD,-122.2734308,49.057181,480 - 3033 IMMEL ROAD,Osler,NA
COQUITLAM,-122.8605492,49.2489277,204 - 1118 AUSTIN AVENUE,Launchpad,NA
SAANICHTON,-123.4188582,48.5947167,1932 MT NEWTON CROSSROAD,MedAccess,CENTRAL SAANICH MEDICAL CLINIC
VANCOUVER,-123.1391246,49.2653232,1530 WEST 7TH AVENUE,Wolf,SEYMOUR HEALTH CENTRE
COQUITLAM,-122.8666498,49.2493467,103 - 1015 AUSTIN AVENUE,Osler,NA
LAKE COWICHAN,-124.0563889,48.8258334,PO BOX 158,Plexia,NA
MAPLE RIDGE,-122.5928084,49.216191,22722 LOUGHEED HWY,Launchpad,GREY CLINIC
VANCOUVER,-123.0684139,49.2610896,506 - 1750 EAST 10TH AVENUE,Osler,NA
PENTICTON,-119.5840666,49.4802652,120 - 1636 MAIN STREET,MedAccess,NA
BURNABY,-122.8959168,49.2510397,145 - 9855 AUSTIN AVENUE,Launchpad,LOUGHEED MEDICAL CLINIC
TOFINO,-125.9072416,49.151284,PO BOX 189,Wolf,NA
LANTZVILLE,-124.0740663,49.2504314,PO BOX 190 7186 LANTZVILLE ROAD,Osler,NA
VICTORIA,-123.3747387,48.4564346,104 - 3551 BLANSHARD STREET,Accuro,REBALANCE MD
VANCOUVER,-123.1409998,49.207388,100 - 8675 GRANVILLE STREET,Oscar Nerd,MARPOLE MEDICAL CLINIC
LAKE COWICHAN,-124.0507184,48.8265642,PO BOX 948,MedAccess,46 STANLEY ROAD
NEW WESTMINSTER,-122.9202066,49.2114392,204 - 625 5TH AVENUE,Osler,NA
KELOWNA,-119.491564,49.8673113,2606 PANDOSY STREET,iClinic,NA
COMOX,-124.9261093,49.6730325,101B - 1771 COMOX AVENUE,Intrahealth,TOWN CIRCLE MEDICAL
VANCOUVER,-123.1259148,49.2611413,8123 - 2775 LAUREL STREET,Plexia,DIAMOND HEALTH CARE CENTRE
VANCOUVER,-123.1259148,49.2611413,10TH FLR - 2775 LAUREL STREET,Accuro,HAEMATOLOGY AND BMT PROGRAM
VANCOUVER,-123.1251268,49.2636604,140 - 943 WEST BROADWAY,Launchpad,PACIFIC REHAB MEDICAL
VICTORIA,-123.4264531,48.4475028,205 - 1497 ADMIRALS ROAD,Oscar Nerd,GROW CLINIC
VANCOUVER,-123.1228805,49.2606006,CP5-855 WEST 12TH AVENUE,Oscar Nerd,VGH - HOME VIVE PROGRAM
NANAIMO,-124.0289813,49.2178519,195-4750 RUTHERFORD ROAD,Oscar,NORTH NANAIMO MEDICAL CLINIC
VANCOUVER,-123.1259148,49.2611413,2775 LAUREL STREET - 5TH FLR,Launchpad,NA
NORTH VANCOUVER,-123.0708344,49.3217472,202 - 135 EAST 15TH STREET,Launchpad,NA
ABBOTSFORD,-122.2939897,49.043874,D - 2309 MCCALLUM ROAD,Accuro,NA
NANAIMO,-123.9424186,49.1688971,340 CAMPBELL ST,Intrahealth,CALEDONIAN CLINIC
BRENTWOOD BAY,-123.4450923,48.5756248,7105 WEST SAANICH ROAD,Osler,NA
VICTORIA,-123.4411095,48.4555097,104 - 284 HELMCKEN ROAD,Osler,NA
VANCOUVER,-123.0935323,49.2576977,498 KINGSWAY,Wolf,NA
BURNABY,-122.9946217,49.2255665,306 - 6411 NELSON AVENUE,Plexia,NA
SIDNEY,-123.3974291,48.6470681,101 - 9717 THIRD STREET,Accuro,NA
RICHMOND,-123.1483045,49.1697558,205 - 6051 GILBERT ROAD,Accuro,NA
VANCOUVER,-123.1243065,49.2341208,250 - 809 WEST 41ST  AVENUE,Wolf,NA
BURNABY,-123.0043494,49.2250085,410 - 4460 BERESFORD STREET,Plexia,NA
BRENTWOOD BAY,-123.4659618,48.5808335,802 TSARTLIP DRIVE,Launchpad,NA
RICHMOND,-123.1341344,49.1838923,2180 - 4151 HAZELBRIDGE WAY,Wolf,ABERDEEN HEALTH CENTRE
SURREY,-122.848151,49.1914626,13490 104TH AVENUE,Accuro,SURREY EYE CARE CENTRE
VANCOUVER,-123.2442035,49.2648819,S214 - 2211 WESBROOK MALL,Plexia,NA
MAPLE RIDGE,-122.6522336,49.2181435,120 - 20528 LOUGHEED HWY,Plexia,NA
COMOX,-124.9230016,49.6720753,100 - 1695 COMOX AVENUE,Wolf,COMOX MEDICAL CLINIC
VANCOUVER,-123.0942647,49.2815331,449 EAST HASTINGS STREET,Oscar West,VANCOUVER NATIVE HEALTH
SURREY,-122.7995295,49.1671878,306 9014 152ND STREET,Oscar Nerd,CAREPLACE CLINIC FLEETWOOD
NEW WESTMINSTER,-122.8923133,49.2252694,201 - 250 KEARY STREET,Plexia,NA
